Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Label
0.2898351648351649,0.23702664796633946,0.2746636771300449,0.3712200208550573,0.4088176352705412,0.4797687861271677,0.3451986754966888,0.32834507042253525,0.2819148936170213,0.2845010615711253,0.2428842504743833,0.647964796479648,0.5440158259149357,1.0,0.6338652482269502,0.5658986175115207,0.8427184466019417,0.7198443579766536,0.5353075170842824,0.4635036496350365,0.4207858048162231,2
0.36401098901098905,0.7966339410939691,0.5392376681614349,0.6173096976016683,0.5791583166332666,0.5789980732177264,0.7317880794701987,0.710387323943662,0.5629432624113475,0.4256900212314225,0.4070208728652751,0.36303630363036304,0.3808110781404551,0.445600756859035,0.3936170212765957,0.15207373271889402,0.4262135922330097,0.5340466926070039,0.6013667425968108,0.5072992700729927,0.7984790874524715,1
0.4423076923076924,0.32398316970546986,0.6154708520179373,0.6704900938477579,0.591182364729459,0.6078998073217726,0.6837748344370862,0.5959507042253522,0.4680851063829786,0.4097664543524416,0.1888045540796964,0.34543454345434543,0.5054401582591493,0.2781456953642384,0.35195035460992896,0.5317972350230414,0.4077669902912621,0.4571984435797665,0.3974943052391799,0.3381995133819951,0.4765525982256021,0
0.576923076923077,0.4964936886395512,0.7163677130044843,0.39833159541188734,0.4619238476953908,0.5077071290944123,0.4710264900662252,0.7896126760563381,0.7828014184397163,0.7038216560509554,0.5815939278937381,0.6314631463146314,0.513353115727003,0.3992431409649953,0.33687943262411346,0.4055299539170507,0.4495145631067961,0.25778210116731515,0.7220956719817766,0.29075425790754256,0.6337135614702155,1
0.6181318681318682,0.5077138849929874,0.5156950672645739,0.33889468196037537,0.6152304609218437,0.3622350674373795,0.4975165562913907,0.6672535211267606,0.7730496453900708,0.564755838641189,0.5977229601518026,0.7128712871287128,0.6834817012858556,0.44087038789025546,0.3803191489361701,0.2949308755760369,0.32815533980582523,0.4095330739299611,0.3747152619589977,0.3369829683698297,0.4055766793409379,1
0.4587912087912088,0.5638148667601683,0.6188340807174888,0.4306569343065693,0.2204408817635271,0.3468208092485549,0.40728476821192056,0.4463028169014085,0.5593971631205673,0.6953290870488322,0.6669829222011384,0.658965896589659,0.7418397626112759,0.532639545884579,0.4370567375886524,0.6147465437788018,0.2504854368932039,0.4640077821011673,0.5022779043280181,0.21532846715328466,0.541191381495564,2
0.5782967032967034,0.605890603085554,0.3979820627802691,0.5526590198123045,0.4328657314629259,0.5260115606936416,0.5786423841059603,0.568661971830986,0.6374113475177304,0.7420382165605095,0.9146110056925996,0.5478547854785478,0.6775469831849654,0.4966887417218543,0.26241134751773043,0.4230414746543779,0.4155339805825243,0.4610894941634241,0.40432801822323455,0.4051094890510949,0.5766793409378961,1
0.4285714285714286,0.3281907433380085,0.3385650224215247,0.4369134515119916,0.15631262525050102,0.11271676300578032,0.4329470198675497,0.3758802816901409,0.452127659574468,0.40445859872611467,0.484819734345351,0.6160616061606161,0.5281899109792285,0.6726584673604541,0.6604609929078014,0.4635944700460829,0.4553398058252427,0.3326848249027237,0.2471526195899772,0.4841849148418491,0.3967046894803549,2
0.3063186813186813,0.2959326788218794,0.3710762331838565,0.4004171011470281,0.4018036072144289,0.30828516377649323,0.2947019867549669,0.4991197183098592,0.4450354609929077,0.37579617834394907,0.5123339658444023,0.8107810781078107,0.5934718100890208,0.6679280983916746,0.5647163120567376,0.6958525345622121,0.654368932038835,0.5437743190661478,0.7289293849658314,0.4513381995133819,0.4765525982256021,2
0.3557692307692308,0.6100981767180926,0.25784753363228696,0.5495307612095932,0.3957915831663327,0.3044315992292871,0.3460264900662252,0.6188380281690141,0.5319148936170213,0.667728237791932,0.7884250474383301,0.9493949394939496,0.3323442136498516,0.5723746452223273,0.3226950354609929,0.2525345622119816,0.416504854368932,0.3570038910505837,0.2277904328018223,0.4902676399026764,0.6780735107731306,2
0.4780219780219781,0.2903225806451613,0.6300448430493274,0.638164754953076,0.6593186372745491,0.5693641618497111,0.5637417218543047,0.7095070422535212,0.4237588652482269,0.5520169851380043,0.462998102466793,0.4972497249724973,0.2640949554896142,0.3235572374645222,0.5469858156028368,0.4672811059907834,0.2650485436893204,0.4503891050583657,0.3359908883826879,0.3819951338199513,0.35868187579214195,0
0.6401098901098902,0.3997194950911641,0.3934977578475337,0.8352450469238791,0.7154308617234469,0.6512524084778419,0.7086092715231789,0.6514084507042255,0.4920212765957446,0.3832271762208068,0.4867172675521821,0.297029702970297,0.4381800197823936,0.3736991485335856,0.2207446808510638,0.2995391705069124,0.3941747572815534,0.5311284046692606,0.541002277904328,0.2712895377128953,0.5589353612167299,0
0.3310439560439561,0.8036465638148668,0.6053811659192825,0.7101147028154327,0.6402805611222445,0.6098265895953756,0.5794701986754968,0.6786971830985917,0.5851063829787233,0.564755838641189,0.3738140417457305,0.4246424642464246,0.334322453016815,0.3159886471144749,0.4414893617021276,0.1935483870967742,0.3951456310679612,0.35894941634241245,0.4920273348519361,0.4513381995133819,0.4119138149556401,1
0.3131868131868132,0.5385694249649369,0.5840807174887893,0.7476538060479666,0.5541082164328658,0.5741811175337187,0.6639072847682119,0.6804577464788732,0.7189716312056738,0.4256900212314225,0.3937381404174573,0.4928492849284928,0.4609297725024728,0.12204351939451273,0.0904255319148936,0.3096774193548387,0.33689320388349514,0.4980544747081712,0.3895216400911161,0.4014598540145985,0.5513307984790875,1
0.7142857142857144,0.5077138849929874,0.4316143497757848,0.4775808133472367,0.4328657314629259,0.2861271676300578,0.4379139072847682,0.443661971830986,0.4636524822695035,0.4437367303609342,0.5123339658444023,0.5995599559955995,0.5816023738872403,0.4191106906338694,0.4999999999999999,0.5317972350230414,0.4990291262135922,0.5603112840466926,0.695899772209567,0.3236009732360097,0.4575411913814956,2
