US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,label
0.008260869565217375,0.01329555361813424,0.6920377275718359,0.6720841300191206,1.0,0.4636340272423542,0.997941327843541,0.35288552507095555,0.3592699327569645,0.4351851851851852,0.2160056657223796,0.21530080530554235,0.2192298606189464,0.2264373232799245,0.2772475027746948,0.036931818181818184,0.027879835746704117,0.029918209212225568,0.03519313304721032,0.01937567276641551,0.011038961038961029,0.015982721382289414,0.0157565292467084,0.01124810728963875,None
0.008260869565217375,0.01329555361813424,0.6920377275718359,0.6728011472275336,1.0,0.4636340272423542,0.997941327843541,0.4205298013245033,0.3592699327569645,0.4366096866096864,0.2152974504249292,0.21530080530554235,0.21852114339711787,0.2271442035815269,0.2772475027746948,0.03671328671328675,0.027879835746704117,0.029918209212225568,0.03519313304721032,0.0202368137782562,0.011038961038961029,0.015982721382289414,0.016404057845888182,0.01124810728963875,None
0.008260869565217375,0.01329555361813424,0.6920377275718359,0.6682600382409178,1.0,0.4636340272423542,0.997941327843541,0.4205298013245033,0.3597502401536984,0.4351851851851852,0.21553352219074595,0.21530080530554235,0.21852114339711787,0.2264373232799245,0.2772475027746948,0.036931818181818184,0.027879835746704117,0.029918209212225568,0.03519313304721032,0.0202368137782562,0.011038961038961029,0.015982721382289414,0.01705158644506799,0.01124810728963875,None
0.008043478260869567,0.013949433304271994,0.6920377275718359,0.6675430210325051,1.0,0.4636340272423542,0.997941327843541,0.3533585619678335,0.3597502401536984,0.4349477682811016,0.22355996222851746,0.21530080530554235,0.21852114339711787,0.2264373232799245,0.2772475027746948,0.036931818181818184,0.027879835746704117,0.029918209212225568,0.03519313304721032,0.0202368137782562,0.011038961038961029,0.015982721382289414,0.01661990071228145,0.01124810728963875,None
0.008260869565217375,0.01329555361813424,0.6922570739197192,0.6682600382409178,1.0,0.4636340272423542,0.997941327843541,0.4212393566698203,0.3597502401536984,0.4342355175688508,0.21553352219074595,0.21530080530554235,0.21852114339711787,0.2264373232799245,0.2772475027746948,0.03671328671328675,0.027879835746704117,0.029918209212225568,0.03519313304721032,0.0202368137782562,0.011038961038961029,0.015982721382289414,0.01597237211310165,0.01124810728963875,None
0.008478260869565211,0.01329555361813424,0.6922570739197192,0.6682600382409178,1.0,0.4636340272423542,0.997941327843541,0.4195837275307474,0.3597502401536984,0.4356600189933522,0.21765816808309724,0.21506395073424914,0.218284904323175,0.22690857681432616,0.2772475027746948,0.03605769230769232,0.027879835746704117,0.029918209212225568,0.03519313304721032,0.01959095801937567,0.011038961038961029,0.015982721382289414,0.01661990071228145,0.01146441704520873,None
0.008695652173913047,0.9945510026155188,0.6924764202676025,0.6680210325047803,1.0,0.4638910305833975,0.4904786412763768,0.3517029328287607,0.3587896253602306,0.4339981006647672,0.22285174693106705,0.2145902415916628,0.2178124261752893,0.2257304429783224,0.2774694783573807,0.03583916083916083,0.02766371298897774,0.02970297029702972,0.03519313304721032,0.020667384284176537,0.011471861471861466,0.016414686825054,0.01661990071228145,0.011897036556348705,None
0.00956521739130435,0.9991281604184828,0.6933538056591358,0.6694550669216063,1.0,0.4638910305833975,0.997941327843541,0.4179280983916746,0.3580691642651297,0.4339981006647672,0.2160056657223796,0.2136428233064898,0.21686746987951805,0.22455230914231866,0.2763596004439512,0.03736888111888112,0.027447590231251345,0.029487731381833845,0.03497854077253218,0.021097954790096882,0.012121212121212116,0.016846652267818563,0.01661990071228145,0.012762275578628593,None
0.01108695652173913,1.0,0.694231191050669,0.6706500956022946,1.0,0.46414803392444104,0.4902213072568193,0.4165089877010407,0.35710854947166193,0.4325735992402658,0.21789423984891404,0.2119848413074372,0.21521379636191826,0.2231385485391141,0.05726970033296337,0.03736888111888112,0.02723146747352495,0.029487731381833845,0.03476394849785408,0.02195909580193757,0.012987012987012976,0.017926565874730016,0.018778329376214098,0.014060134112048456,None
0.012608695652173896,0.9993461203138622,0.6953279227900856,0.6718451242829828,1.0,0.4646620406065278,0.997941327843541,0.3517029328287607,0.35662824207492794,0.4316239316239316,0.21364494806421155,0.2103268593083846,0.21356012284431847,0.2214891611687088,0.05527192008879027,0.036276223776223776,0.0265830992003458,0.029272492466637975,0.033905579399141635,0.02303552206673844,0.013852813852813851,0.019006479481641456,0.02028922944096697,0.015574302401038284,Sharp-Right-Turn
