US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,label
0.12695652173913044,0.20008718395815167,0.27571835928931776,0.2021988527724666,0.14097938144329886,0.1441788743253662,0.997941327843541,0.4924314096499528,0.3643131604226706,0.5009496676163342,0.4688385269121812,0.4727617243012788,0.6146940703992438,1.0,1.0,0.04479895104895107,0.05100497082342771,0.055962117950925525,0.0626609442060086,0.18579117330462866,0.1294372294372294,0.12764578833693305,0.12410964817612775,0.1250270387194462,Move-Forward
0.12478260869565218,0.19703574542284213,0.27506032024566784,0.20076481835564056,0.13969072164948448,0.14186584425597526,0.997941327843541,0.4955061494796594,0.3662343900096061,0.5030864197530863,0.4721435316336166,0.4760776882993843,0.6196550909520435,1.0,1.0,0.04567307692307693,0.05186946185433326,0.0561773568661214,0.06394849785407725,0.06523143164693218,0.1248917748917749,0.1237580993520518,0.12108784804662205,0.12308025091931644,Move-Forward
0.14195652173913045,0.3554925893635571,0.3327484097389778,0.19765774378585085,0.13582474226804114,0.13929581084554093,0.997941327843541,0.1974929044465468,0.4781460134486072,0.4468186134852801,0.4473559962228517,0.4609189957366177,0.5376801322938813,1.0,1.0,0.046984265734265764,0.05489518046250271,0.06069737408523461,0.21287553648068666,0.20172228202368134,0.14610389610389607,0.14384449244060474,0.1420246060867688,0.1429807484317543,None
0.11826086956521738,0.19420226678291191,0.268699276157052,0.19885277246653926,0.13814432989690714,0.14058082755075813,0.997941327843541,0.4959791863765374,0.36815561959654186,0.5052231718898385,0.4752124645892352,0.4815253434391285,0.6279234585400424,1.0,1.0,0.04611013986013987,0.05295007564296522,0.05682307361170901,0.27060085836909875,0.06695371367061355,0.12207792207792208,0.12030237580993522,0.1182818907835096,0.12956954358641576,None
0.17369565217391306,0.16477768090671313,0.367843825400307,0.22514340344168265,0.16623711340206182,0.1693652017476227,0.24009264024704075,0.22516556291390727,0.4704610951008645,0.4221272554605888,0.4216241737488196,0.43178588346755103,0.5041341837939994,1.0,1.0,0.024256993006993025,0.03133779987032634,0.037666810159276816,0.2186695278969957,0.04585575888051669,0.17142857142857146,0.1691144708423326,0.16663069285560111,0.17023577763357128,None
0.1378260869565217,0.3563644289450741,0.3373546830445273,0.20889101338432128,0.14819587628865974,0.15034695451040864,0.997941327843541,0.2090823084200568,0.4901536983669549,0.4900284900284899,0.4534938621340886,0.456181904310753,0.46161115048428997,1.0,1.0,0.0487325174825175,0.046466392911173535,0.05036590615583296,0.057081545064377674,0.1959095801937567,0.14415584415584415,0.14254859611231102,0.1383552773580833,0.1373566947869349,None
0.10369565217391304,0.10113339145597204,0.262338232068436,0.19263862332695988,0.13195876288659786,0.13441274736571568,0.997941327843541,0.1937086092715232,0.37800192122958703,0.5159069325735991,0.4905571293673277,0.5059213642823306,0.5806756437514764,1.0,1.0,0.0500437062937063,0.05770477631294575,0.06112785191562635,0.08862660944206008,0.06932185145317547,0.10800865800865801,0.10626349892008638,0.1042521044679473,0.11248107289638763,Move-Forward
0.1678260869565217,0.2391020052310375,0.354244351831542,0.20817399617590826,0.14793814432989688,0.15060395785145206,0.2243952650540401,0.20813623462630088,0.4615754082612873,0.4209401709401711,0.4211520302171861,0.43320701089531016,0.5093314434207417,1.0,1.0,0.03583916083916083,0.04365679706073047,0.04928971157985364,0.05622317596566523,0.05855758880516684,0.16623376623376626,0.1652267818574514,0.16274552126052233,0.17023577763357128,None
0.16652173913043475,0.3829555361813426,0.3641149374862908,0.2234703632887189,0.16417525773195868,0.16756617836031867,0.997941327843541,0.22374645222327336,0.4735830931796351,0.451329534662868,0.4263456090651557,0.43178588346755103,0.5107488778643987,1.0,1.0,0.02578671328671331,0.03285065917441106,0.0396039603960396,0.05515021459227469,0.0467168998923574,0.1673160173160173,0.16479481641468682,0.1623138355277358,0.1691542288557214,None
0.1378260869565217,0.1837401918047079,0.2978723404255319,0.4232791586998088,0.4190721649484537,0.4191724492418401,0.997941327843541,0.3065279091769157,0.553314121037464,0.5546058879392214,0.4284702549575071,0.43178588346755103,0.3824710607134421,1.0,0.8677025527192008,0.07189685314685315,0.06526907283336937,0.06823073611708995,0.0738197424892704,0.02712594187298171,0.009307359307359306,0.1159827213822894,0.1200086337146557,0.13778931429807484,None
0.16543478260869568,0.2351787271142109,0.35007677122175906,0.2062619502868069,0.14587628865979374,0.148804934464148,0.2267112712300567,0.206480605487228,0.4646974063400578,0.4252136752136752,0.4256373937677054,0.4407863571766935,0.5138199858256554,1.0,1.0,0.03715034965034966,0.0449535336070888,0.0507963839862247,0.3064377682403434,0.05984930032292789,0.16255411255411256,0.16069114470842336,0.15886034966544355,0.16504434349989186,None
0.1356521739130435,0.2748474280732345,0.2645316955472691,0.19694072657743786,0.1350515463917526,0.13852480082241064,0.997941327843541,0.1977294228949858,0.4815081652257446,0.4503798670465336,0.450661000944287,0.4635243960208432,0.9992912827781716,1.0,1.0,0.04545454545454547,0.053166198400691575,0.05897546276366768,0.2068669527896996,0.1965554359526372,0.1393939393939394,0.1375809935205184,0.13598100582775738,0.14276443867618427,None
0.1378260869565217,0.1360069747166521,0.2809826716385172,0.2136711281070746,0.1530927835051546,0.15651503469545106,0.997941327843541,0.2149952696310312,0.4911143131604228,0.4933523266856599,0.4530217186024551,0.4666035054476552,0.9992912827781716,1.0,1.0,0.03321678321678323,0.0412794467257402,0.047567800258286684,0.19957081545064376,0.05597416576964478,0.14155844155844155,0.14060475161987038,0.13813943449169006,0.13887086307592472,None
0.1378260869565217,0.1824324324324324,0.1495942092564159,0.4232791586998088,0.418041237113402,0.4181444358776664,0.997941327843541,0.2921002838221381,0.5518731988472623,0.4292497625830961,0.4256373937677054,0.42870677404073904,0.4318450271674935,1.0,0.7129855715871254,0.07124125874125875,0.06418845904473743,0.06715454154111063,0.07274678111587984,0.024542518837459625,0.00952380952380952,0.13326133909287258,0.12044031944744228,0.13865455332035476,None
0.14065217391304344,0.18482999128160416,0.4674270673393289,0.422562141491396,0.4167525773195876,0.4261115394500127,0.997941327843541,0.3055818353831598,0.5521133525456292,0.4266381766381766,0.4272898961284229,0.4313121743249644,0.4642097802976611,0.698397737983035,0.8712541620421753,0.06031468531468531,0.06699805489518043,0.07188979767541971,0.07854077253218883,0.08030139935414422,0.13376623376623376,0.1347732181425486,0.1383552773580833,0.15228206792126325,None
0.12152173913043478,0.1198779424585876,0.27506032024566784,0.20506692160611853,0.14510309278350514,0.1493189411462349,0.997941327843541,0.2086092715231788,0.5040826128722383,0.4712725546058879,0.4714353163361661,0.4843675982946471,0.9992912827781716,1.0,1.0,0.039117132867132864,0.04711476118435269,0.05230305639259579,0.06094420600858369,0.06135629709364907,0.12532467532467534,0.12311015118790496,0.12130369091301532,0.1373566947869349,None
0.17065217391304344,0.37401918047079336,0.3612634349638079,0.2086520076481836,0.1494845360824742,0.1521459778977126,0.22079258878023672,0.21050141911069065,0.4574927953890491,0.4152421652421652,0.41643059490084977,0.4303647560397916,0.5053153791637135,1.0,1.0,0.03693181818181818,0.0449535336070888,0.05015066724063712,0.057081545064377674,0.11517761033369213,0.17316017316017318,0.17149028077753786,0.16986833585150013,0.17672507030067053,Move-Forward
0.1717391304347826,0.24585876198779424,0.3614827813116912,0.2108030592734226,0.15154639175257734,0.1549730146491904,0.22079258878023672,0.21215704824976345,0.4558117195004804,0.4121557454890787,0.4126534466477809,0.4234959734722881,0.4989369241672572,1.0,1.0,0.032998251748251745,0.040847201210287454,0.04735256134309082,0.05343347639484977,0.05640473627556512,0.17424242424242425,0.1732181425485961,0.1705158644506799,0.17607614103396058,None
0.14217391304347826,0.14036617262423712,0.2860276376398333,0.2153441682600383,0.1548969072164948,0.1588280647648419,0.997941327843541,0.2149952696310312,0.4882324687800193,0.4907407407407407,0.4487724268177525,0.4599715774514448,0.9992912827781716,1.0,1.0,0.0319055944055944,0.03976658742165552,0.04541541110632802,0.0536480686695279,0.05446716899892357,0.14545454545454545,0.14449244060475164,0.1420246060867688,0.14384598745403415,None
0.17413043478260867,0.2502179598953792,0.2774731300723843,0.21032504780114727,0.15128865979381434,0.1539450012850167,0.22104992279979413,0.2123935666982024,0.4546109510086455,0.4107312440645774,0.4114730878186969,0.4249171009000473,0.4996456413890856,1.0,1.0,0.03540209790209789,0.043440674303004086,0.048643994834266034,0.05643776824034336,0.05877287405812703,0.1772727272727273,0.17624190064794815,0.17396935031297214,0.17412935323383086,None
