Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Label
0.7567567567567568,0.7478991596638656,0.1504424778761062,0.5073490348857801,0.4102219233355749,0.4061882817643186,0.4150473343298456,0.3928571428571429,M
0.7972972972972974,0.7815126050420168,0.15486725663716813,0.4853904728174252,0.40685944855413575,0.4206714944042133,0.3921275535625312,0.3928571428571429,M
0.7635135135135136,0.7647058823529412,0.1769911504424779,0.4917655392243669,0.40954942837928704,0.4358130348913759,0.4070752366716493,0.3928571428571429,F
0.7770270270270271,0.773109243697479,0.1592920353982301,0.5174428900301045,0.4418291862811027,0.41211323238973,0.4085700049825611,0.35714285714285715,M
0.7702702702702703,0.7647058823529412,0.16814159292035402,0.5257658933947228,0.4327505043712171,0.3890717577353521,0.42202291978076734,0.3928571428571429,M
0.7770270270270271,0.7899159663865547,0.16814159292035402,0.4839737913936604,0.4011432414256893,0.3890717577353521,0.3971101145989039,0.35714285714285715,M
0.75,0.773109243697479,0.1504424778761062,0.4898176022666903,0.42669804976462666,0.3884134298880842,0.3771798704534131,0.35714285714285715,M
0.8040540540540542,0.7899159663865547,0.17256637168141595,0.4845050469275722,0.4071956960322797,0.3884134298880842,0.4040857000498257,0.3928571428571429,F
0.7432432432432432,0.7478991596638656,0.1592920353982301,0.4846821321055428,0.4330867518493611,0.3982883475971033,0.36771300448430494,0.3928571428571429,M
0.7770270270270271,0.7899159663865547,0.15486725663716813,0.5204533380556048,0.4532616005379959,0.4140882159315339,0.3961136023916293,0.35714285714285715,M
0.7702702702702703,0.7478991596638656,0.1769911504424779,0.5052240127501328,0.4290517821116341,0.40092165898617504,0.3572496263079223,0.35714285714285715,F
0.7972972972972974,0.7899159663865547,0.1592920353982301,0.5054010979281034,0.4509078681909885,0.3811718235681369,0.3971101145989039,0.3928571428571429,M
0.8108108108108109,0.7647058823529412,0.16371681415929204,0.5209845935895165,0.4226630800268997,0.39763001974983536,0.4215246636771301,0.35714285714285715,F
0.7567567567567568,0.7478991596638656,0.15486725663716813,0.5224012750132814,0.4593140551445864,0.3949967083607636,0.3871449925261585,0.3928571428571429,F
0.7567567567567568,0.7899159663865547,0.1592920353982301,0.4843279617496015,0.4256893073301949,0.4180381830151415,0.3602391629297459,0.35714285714285715,F
0.7905405405405406,0.7899159663865547,0.1769911504424779,0.5174428900301045,0.4381304640215197,0.3936800526662277,0.4190333831589438,0.35714285714285715,F
0.7635135135135136,0.7478991596638656,0.1592920353982301,0.5303701080219586,0.398117014122394,0.41277156023699796,0.4280019930244146,0.35714285714285715,F
0.7770270270270271,0.7815126050420168,0.1504424778761062,0.4829112803258367,0.41324815063887016,0.37919684002633297,0.3572496263079223,0.35714285714285715,M
0.7837837837837839,0.7899159663865547,0.1415929203539823,0.5163803789622808,0.4606590450571619,0.4088215931533904,0.4020926756352766,0.35714285714285715,M
0.7567567567567568,0.7226890756302521,0.16814159292035402,0.48680715424119003,0.4256893073301949,0.37919684002633297,0.4030891878425512,0.35714285714285715,F
0.7837837837837839,0.7563025210084033,0.16814159292035402,0.4768903842748362,0.39845326160053796,0.3607636603028308,0.42202291978076734,0.3928571428571429,F
0.7770270270270271,0.7899159663865547,0.16371681415929204,0.5262971489286348,0.4465366509751176,0.4430546412113232,0.3751868460388639,0.35714285714285715,M
0.7702702702702703,0.7815126050420168,0.16814159292035402,0.4634319107490703,0.3893745796906522,0.3785385121790652,0.3672147483806677,0.3928571428571429,F
0.7837837837837839,0.7899159663865547,0.1592920353982301,0.4958384983176908,0.4189643577673167,0.3857801184990125,0.36223218734429496,0.42857142857142855,M
0.7635135135135136,0.7563025210084033,0.1592920353982301,0.458650610943864,0.3960995292535305,0.41079657669519415,0.3602391629297459,0.35714285714285715,M
0.75,0.7394957983193278,0.1769911504424779,0.5041615016823092,0.4425016812373905,0.4417379855167873,0.3771798704534131,0.35714285714285715,F
0.7702702702702703,0.7478991596638656,0.15486725663716813,0.4733486807154241,0.4250168123739071,0.3930217248189598,0.34628799202790234,0.35714285714285715,M
0.8040540540540542,0.773109243697479,0.1504424778761062,0.5045156720382504,0.4435104236718224,0.44634628044766295,0.3672147483806677,0.35714285714285715,F
0.7770270270270271,0.7563025210084033,0.14601769911504425,0.4799008323003364,0.3843308675184936,0.369321922317314,0.4270054808171401,0.35714285714285715,F
0.7837837837837839,0.7478991596638656,0.1946902654867257,0.4806091730122189,0.4310692669804976,0.4279131007241606,0.4020926756352766,0.42857142857142855,F
0.7972972972972974,0.773109243697479,0.1592920353982301,0.4912342836904551,0.39912575655682575,0.4259381171823568,0.3921275535625312,0.3214285714285714,F
0.7905405405405406,0.7983193277310925,0.1504424778761062,0.5061094386399858,0.417619367854741,0.4061882817643186,0.3951170901843548,0.3214285714285714,F
0.7702702702702703,0.7478991596638656,0.15486725663716813,0.4547547370285107,0.3789509078681909,0.3785385121790652,0.3831589436970603,0.3928571428571429,M
0.7635135135135136,0.7478991596638656,0.1504424778761062,0.5367451744289004,0.4653665097511767,0.42857142857142855,0.4060787244643747,0.35714285714285715,F
0.7567567567567568,0.7310924369747899,0.15486725663716813,0.4862758987072782,0.4182918628110288,0.35549703752468725,0.3921275535625312,0.35714285714285715,M
0.7432432432432432,0.7310924369747899,0.1769911504424779,0.4889321763768373,0.3957632817753866,0.3745885450954575,0.3781763826606877,0.35714285714285715,F
0.7770270270270271,0.7647058823529412,0.15486725663716813,0.477421639808748,0.38601210490921306,0.4147465437788018,0.3856502242152467,0.3214285714285714,F
0.7770270270270271,0.773109243697479,0.15486725663716813,0.5185054010979281,0.4546065904505716,0.4002633311389071,0.3971101145989039,0.3214285714285714,M
0.7364864864864865,0.7647058823529412,0.1592920353982301,0.4708694882238356,0.3987895090786818,0.3627386438446346,0.3851519681116093,0.35714285714285715,F
0.8175675675675677,0.7563025210084033,0.1504424778761062,0.4751195324951301,0.441156691324815,0.390388413429888,0.3522670652715496,0.3928571428571429,F
0.7635135135135136,0.7647058823529412,0.1504424778761062,0.485036302461484,0.38063214525891054,0.4035549703752469,0.4060787244643747,0.3214285714285714,M
0.8108108108108109,0.7647058823529412,0.17256637168141595,0.4887550911988666,0.405850706119704,0.4173798551678736,0.393622321873443,0.3214285714285714,F
0.7972972972972974,0.773109243697479,0.16371681415929204,0.4740570214273066,0.37558843308675177,0.3851217906517445,0.4344793223716991,0.35714285714285715,F
