Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Label
0.3942307692307693,0.5371669004207573,0.5336322869955157,0.483837330552659,0.2404809619238477,0.3477842003853564,0.4370860927152318,0.3433098591549296,0.4246453900709221,0.40445859872611467,0.4326375711574952,0.6006600660066006,0.6498516320474778,0.6206244087038789,0.5620567375886524,0.6516129032258065,0.6330097087378641,0.5807392996108949,0.5170842824601366,0.6070559610705596,0.5019011406844107,2
0.4423076923076924,0.4474053295932679,0.4484304932735426,0.35974973931178306,0.3587174348697395,0.33911368015414256,0.3716887417218543,0.4867957746478874,0.4565602836879432,0.3821656050955414,0.30645161290322576,0.6523652365236524,0.6646884272997033,0.6527909176915799,0.6959219858156027,0.5815668202764976,0.5737864077669903,0.6702334630350194,0.6435079726651479,0.4318734793187348,0.4321926489226869,None
0.3942307692307693,0.4530154277699861,0.5369955156950673,0.35453597497393113,0.4328657314629259,0.30154142581888244,0.3824503311258278,0.3371478873239437,0.3767730496453901,0.3014861995753716,0.4440227703984819,0.6028602860286029,0.5974282888229476,0.7748344370860927,0.6382978723404255,0.5253456221198156,0.5970873786407767,0.6809338521400777,0.6412300683371297,0.6240875912408759,0.5652724968314322,None
0.6112637362637363,0.4025245441795232,0.5033632286995516,0.4066736183524504,0.2414829659318637,0.2639691714836223,0.29304635761589404,0.3705985915492958,0.35195035460992896,0.3280254777070064,0.3368121442125237,0.5203520352035204,0.5351137487636004,0.6546830652790917,0.7056737588652482,0.5778801843317971,0.6359223300970873,0.6293774319066148,0.612756264236902,0.5900243309002433,0.5006337135614702,None
0.40659340659340665,0.4474053295932679,0.5123318385650224,0.4181438998957247,0.4098196392785572,0.3940269749518304,0.4321192052980133,0.2702464788732395,0.4343971631205673,0.5403397027600849,0.381404174573055,0.46094609460946095,0.6221562809099901,0.6007568590350048,0.5567375886524822,0.5391705069124424,0.5776699029126213,0.6400778210116731,0.5523917995444191,0.4525547445255474,0.4474017743979721,None
0.4134615384615385,0.4431977559607293,0.4887892376681615,0.2930135557872784,0.3456913827655311,0.3959537572254335,0.4180463576158941,0.32834507042253525,0.3306737588652482,0.4469214437367304,0.357685009487666,0.4367436743674367,0.5361028684470821,0.7161778618732261,0.6728723404255319,0.6202764976958526,0.6524271844660194,0.5885214007782099,0.5649202733485192,0.4513381995133819,0.3574144486692015,None
0.5947802197802199,0.3646563814866761,0.5302690582959642,0.3003128258602711,0.4468937875751504,0.3005780346820809,0.27400662251655633,0.4515845070422536,0.38475177304964536,0.5031847133757963,0.3519924098671726,0.5269526952695269,0.6686449060336301,0.6698202459791863,0.6249999999999999,0.6654377880184332,0.6504854368932038,0.5671206225680934,0.582004555808656,0.4829683698296837,0.4638783269961978,None
0.3983516483516484,0.4936886395511921,0.5874439461883408,0.3712200208550573,0.3456913827655311,0.4210019267822736,0.4652317880794702,0.5096830985915494,0.33510638297872336,0.2993630573248408,0.3462998102466793,0.5082508250825083,0.5885262116716122,0.6764427625354777,0.6046099290780141,0.5382488479262673,0.6223300970873786,0.674124513618677,0.5068337129840546,0.437956204379562,0.3891001267427123,None
0.4546703296703297,0.4922861150070126,0.3710762331838565,0.4150156412930135,0.3897795591182365,0.3824662813102119,0.40728476821192056,0.511443661971831,0.4902482269503545,0.4883227176220808,0.4582542694497154,0.4268426842684269,0.6013847675568744,0.6452223273415326,0.6143617021276595,0.6285714285714286,0.7446601941747573,0.5350194552529183,0.6412300683371297,0.4744525547445255,0.44866920152091255,None
0.5370879120879122,0.4249649368863955,0.5089686098654709,0.39833159541188734,0.2915831663326653,0.3140655105973025,0.3700331125827815,0.42429577464788737,0.4645390070921985,0.24097664543524416,0.31688804554079697,0.4004400440044005,0.6340257171117705,0.6376537369914853,0.6338652482269502,0.5410138248847927,0.579611650485437,0.5885214007782099,0.5193621867881548,0.4355231143552311,0.3878326996197719,None
