fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
0.3173076923076924,0.2254901960784313,0.28313253012048195,0.19938650306748465,0.13946587537091984,0.18118466898954705,0.4361948955916473,0.206092153460574,0.3454545454545457,0.31395348837209297,0.20967741935483875,5
0.3365384615384617,0.2352941176470588,0.2891566265060241,0.19478527607361965,0.15133531157270028,0.1916376306620209,0.4338747099767981,0.2138037401195305,0.290909090909091,0.3255813953488372,0.193548387096774,5
0.2884615384615385,0.2058823529411765,0.3012048192771085,0.19478527607361965,0.13056379821958455,0.16027874564459932,0.42923433874709976,0.19838056680161745,0.3363636363636364,0.26744186046511625,0.22580645161290325,5
0.2884615384615385,0.2058823529411765,0.3012048192771085,0.19478527607361965,0.13056379821958455,0.16027874564459932,0.42923433874709976,0.19838056680161745,0.3363636363636364,0.26744186046511625,0.22580645161290325,5
0.3269230769230771,0.19607843137254904,0.15662650602409642,0.18251533742331288,0.10979228486646883,0.16027874564459932,0.3944315545243619,0.2003084634663601,0.3454545454545457,0.3488372093023256,0.16129032258064524,6
0.3173076923076924,0.1764705882352941,0.20481927710843376,0.2116564417177914,0.17210682492581605,0.11498257839721256,0.4176334106728538,0.22151532677848704,0.31818181818181834,0.3604651162790698,0.17741935483870974,7
0.3173076923076924,0.1764705882352941,0.20481927710843376,0.2116564417177914,0.17210682492581605,0.11498257839721256,0.4176334106728538,0.22151532677848704,0.31818181818181834,0.3604651162790698,0.17741935483870974,7
0.3173076923076924,0.1764705882352941,0.20481927710843376,0.2116564417177914,0.17210682492581605,0.11498257839721256,0.4176334106728538,0.22151532677848704,0.31818181818181834,0.3604651162790698,0.17741935483870974,7
0.3173076923076924,0.1764705882352941,0.20481927710843376,0.2116564417177914,0.17210682492581605,0.11498257839721256,0.4176334106728538,0.22151532677848704,0.31818181818181834,0.3604651162790698,0.17741935483870974,7
0.2884615384615385,0.1862745098039216,0.22289156626506024,0.1165644171779141,0.13649851632047474,0.17421602787456447,0.42459396751740136,0.16869095816464252,0.3545454545454545,0.3488372093023256,0.2419354838709677,6
0.34615384615384626,0.16666666666666666,0.21686746987951808,0.19325153374233128,0.17210682492581605,0.17770034843205576,0.3921113689095128,0.20223636013109925,0.2636363636363637,0.3023255813953488,0.16129032258064524,6
0.34615384615384626,0.16666666666666666,0.21686746987951808,0.19325153374233128,0.17210682492581605,0.17770034843205576,0.3921113689095128,0.20223636013109925,0.2636363636363637,0.3023255813953488,0.16129032258064524,6
0.34615384615384626,0.16666666666666666,0.21686746987951808,0.19325153374233128,0.17210682492581605,0.17770034843205576,0.3921113689095128,0.20223636013109925,0.2636363636363637,0.3023255813953488,0.16129032258064524,6
0.34615384615384626,0.16666666666666666,0.21686746987951808,0.19325153374233128,0.17210682492581605,0.17770034843205576,0.3921113689095128,0.20223636013109925,0.2636363636363637,0.3023255813953488,0.16129032258064524,6
0.3076923076923078,0.21568627450980388,0.30722891566265065,0.19938650306748465,0.12166172106824925,0.13240418118466898,0.3689095127610209,0.20223636013109925,0.31818181818181834,0.3488372093023256,0.25806451612903225,7
0.3076923076923078,0.21568627450980388,0.30722891566265065,0.19938650306748465,0.12166172106824925,0.13240418118466898,0.3689095127610209,0.20223636013109925,0.31818181818181834,0.3488372093023256,0.25806451612903225,7
0.3269230769230771,0.14705882352941174,0.22891566265060245,0.21012269938650308,0.14540059347181006,0.18466898954703834,0.42923433874709976,0.2080200501253131,0.3363636363636364,0.25581395348837205,0.16129032258064524,6
0.3269230769230771,0.14705882352941174,0.22891566265060245,0.21012269938650308,0.14540059347181006,0.18466898954703834,0.42923433874709976,0.2080200501253131,0.3363636363636364,0.25581395348837205,0.16129032258064524,6
0.3269230769230771,0.14705882352941174,0.22891566265060245,0.21012269938650308,0.14540059347181006,0.18466898954703834,0.42923433874709976,0.2080200501253131,0.3363636363636364,0.25581395348837205,0.16129032258064524,6
0.3269230769230771,0.14705882352941174,0.22891566265060245,0.21012269938650308,0.14540059347181006,0.18466898954703834,0.42923433874709976,0.2080200501253131,0.3363636363636364,0.25581395348837205,0.16129032258064524,6
0.29807692307692324,0.2058823529411765,0.2469879518072289,0.11042944785276074,0.10979228486646883,0.17421602787456447,0.3758700696055684,0.15924426450742502,0.36363636363636376,0.3372093023255814,0.25806451612903225,5
0.3269230769230771,0.21568627450980388,0.18072289156626506,0.11503067484662576,0.12166172106824925,0.13240418118466898,0.4153132250580046,0.18141507615192154,0.3909090909090911,0.31395348837209297,0.17741935483870974,6
0.2692307692307693,0.16666666666666666,0.18072289156626506,0.2116564417177914,0.12759643916913946,0.13240418118466898,0.40371229698375866,0.20994794679005224,0.2727272727272729,0.3255813953488372,0.17741935483870974,6
0.2692307692307693,0.16666666666666666,0.18072289156626506,0.2116564417177914,0.12759643916913946,0.13240418118466898,0.40371229698375866,0.20994794679005224,0.2727272727272729,0.3255813953488372,0.17741935483870974,6
0.35576923076923084,0.2058823529411765,0.15662650602409642,0.22009202453987728,0.17210682492581605,0.156794425087108,0.3921113689095128,0.21727395411605954,0.290909090909091,0.31395348837209297,0.193548387096774,4
0.3365384615384617,0.16666666666666666,0.21686746987951808,0.19171779141104292,0.12166172106824925,0.11498257839721256,0.4431554524361949,0.22151532677848704,0.290909090909091,0.2790697674418605,0.14516129032258074,7
0.3365384615384617,0.16666666666666666,0.21686746987951808,0.19171779141104292,0.12166172106824925,0.11498257839721256,0.4431554524361949,0.22151532677848704,0.290909090909091,0.2790697674418605,0.14516129032258074,7
0.3365384615384617,0.16666666666666666,0.21686746987951808,0.19171779141104292,0.12166172106824925,0.11498257839721256,0.4431554524361949,0.22151532677848704,0.290909090909091,0.2790697674418605,0.14516129032258074,7
0.3365384615384617,0.16666666666666666,0.21686746987951808,0.19171779141104292,0.12166172106824925,0.11498257839721256,0.4431554524361949,0.22151532677848704,0.290909090909091,0.2790697674418605,0.14516129032258074,7
0.34615384615384626,0.16666666666666666,0.22289156626506024,0.19785276073619631,0.15133531157270028,0.17421602787456447,0.42459396751740136,0.2003084634663601,0.25454545454545485,0.25581395348837205,0.17741935483870974,5
0.34615384615384626,0.16666666666666666,0.22289156626506024,0.19785276073619631,0.15133531157270028,0.17421602787456447,0.42459396751740136,0.2003084634663601,0.25454545454545485,0.25581395348837205,0.17741935483870974,5
0.2884615384615385,0.1862745098039216,0.2530120481927711,0.102760736196319,0.13353115727002968,0.1951219512195122,0.4431554524361949,0.1629072681704251,0.36363636363636376,0.31395348837209297,0.22580645161290325,6
0.2884615384615385,0.1568627450980392,0.22891566265060245,0.11809815950920248,0.10682492581602374,0.1672473867595819,0.40835266821345706,0.16714864083284908,0.3909090909090911,0.3255813953488372,0.2419354838709677,6
0.3269230769230771,0.12745098039215685,0.21084337349397592,0.21319018404907972,0.11572700296735905,0.11498257839721256,0.3921113689095128,0.2138037401195305,0.2999999999999998,0.29069767441860456,0.14516129032258074,6
0.3365384615384617,0.1764705882352941,0.31927710843373497,0.18558282208588955,0.11275964391691393,0.2038327526132404,0.3607888631090487,0.21765953344900524,0.3090909090909091,0.26744186046511625,0.17741935483870974,6
0.2692307692307693,0.19607843137254904,0.2530120481927711,0.1165644171779141,0.10385756676557864,0.2020905923344948,0.4338747099767981,0.1640640061692693,0.3818181818181823,0.3023255813953488,0.22580645161290325,5
0.2692307692307693,0.19607843137254904,0.2530120481927711,0.1165644171779141,0.10385756676557864,0.2020905923344948,0.4338747099767981,0.1640640061692693,0.3818181818181823,0.3023255813953488,0.22580645161290325,5
